date,global_id,zeitgeist_rank,clean_title,source,description,nyt_section,web_url,pillar,gemini_used
2024-12-31,2024-12-31_1,1,New Jersey Asks Judge to Delay Congestion Pricing Plan,The New York Times,"The state had sued to stop New York’s plan to charge motorists entering Manhattan’s busiest roadways. Late Tuesday night, lawyers requested a temporary restraining order.",New York,https://www.nytimes.com/2024/12/31/nyregion/congestion-pricing-new-york-new-jersey.html,Politics & Civic Life,True
2024-12-31,2024-12-31_2,2,‘Population 11’ Is a Peppy Small-Town Outback Mystery,The New York Times,"The new Amazon series isn’t reinventing the TV mystery, but it is a fun and clever watch, buoyed by a few well-timed and energetic twists",Arts,https://www.nytimes.com/2024/12/31/arts/television/population-11-amazon-prime-video.html,Entertainment & Pop Culture,False
2024-12-31,2024-12-31_3,3,Roberts Condemns Threats To Judicial Independence,The New York Times,"In his year-end report on the federal judiciary, the chief justice decried violence, intimidation and disinformation and warned against defiance of court rulings.",U.S.,https://www.nytimes.com/2024/12/31/us/politics/chief-justice-roberts-report.html,Politics & Civic Life,False
2024-12-31,2024-12-31_4,4,Week 18 N.F.L. Playoff Picture: Mapping the Paths for Each Team,The New York Times,"With a week to go in the N.F.L. season, these detailed trees and scenarios explain every contender’s paths to the playoffs — and to better seeding.",The Upshot,https://www.nytimes.com/interactive/2024/12/31/upshot/nfl-playoff-picture-week-18.html,Sports & Athletics,True
2024-12-31,2024-12-31_5,5,The Best Movies and TV Shows Coming to Netflix in January,The New York Times,January will see a deluge of new titles to the streamer for U.S. subscribers. Here’s a roundup of the best and most promising.,Arts,https://www.nytimes.com/2024/12/31/arts/television/netflix-new-january.html,Entertainment & Pop Culture,False
2024-12-31,2024-12-31_6,6,Man Is Arrested in Subway Shoving in Manhattan,The New York Times,The victim survived being pushed onto the tracks in the attack at the 18th Street station on Tuesday afternoon. A 23-year-old man was charged with attempted murder.,New York,https://www.nytimes.com/2024/12/31/nyregion/nyc-subway-tracks-man-shoved.html,Politics & Civic Life,True
2024-12-31,2024-12-31_7,7,"Woody Fraser, 90, Pioneering Producer of Daytime Talk Shows, Dies",The New York Times,"He created groundbreaking programs, like “The Mike Douglas Show,” brought “Good Morning America” to life and won an Emmy for “The Richard Simmons Show.”",Arts,https://www.nytimes.com/2024/12/31/arts/television/woody-fraser-dead.html,Entertainment & Pop Culture,False
2024-12-31,2024-12-31_8,8,The Most Surprising Intriguing Fascinating Facts of The Year,The New York Times,"Each day, Times Insider editors scour the newspaper for the most interesting facts to appear in articles. This year, tidbits about grudge-holding crows, the first-ever first kiss and George Washington’s dentures enlightened, informed and entertained us.",Times Insider,https://www.nytimes.com/2024/12/31/insider/-ifacts-2024.html,Lifestyle & Wellness,True
2024-12-31,2024-12-31_9,9,Russian Forces are Swarming Ukrainian Positions in the East,The New York Times,"Plus, Wall Street sees more gains ahead.",Briefing,https://www.nytimes.com/2024/12/31/briefing/ukraine-russia-new-years-eve.html,Politics & Civic Life,True
2024-12-31,2024-12-31_10,10,One Set of China. Five Generations.,The New York Times,"A family’s set of dishes has passed through five generations of women, but will the teacups, plates and bowls make it to a sixth?",Real Estate,https://www.nytimes.com/interactive/2024/12/31/realestate/fine-china-dumulong-family.html,Business & Finance,False
2024-12-30,2024-12-30_1,1,Lengthy Vigil Closes at Last In Hometown,The New York Times,"Plains, Ga., had been bracing for the inevitable through the former president’s ailments and nearly two years of hospice care. Still, his death, at 100, “doesn’t seem real.”",U.S.,https://www.nytimes.com/2024/12/30/us/jimmy-carter-hometown-vigil-plains-georgia.html,Politics & Civic Life,False
2024-12-30,2024-12-30_2,2,Norovirus Outbreaks  On the Rise Nationwide,The New York Times,"Here’s what to know about symptoms and treatment, as well as how to reduce your risk of infection.",Well,https://www.nytimes.com/2024/12/30/well/norovirus-symptoms-outbreak.html,Lifestyle & Wellness,False
2024-12-30,2024-12-30_3,3,Our Best Kettle Corn Recipe,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/our-best-kettle-corn-recipe,Lifestyle & Wellness,True
2024-12-30,2024-12-30_4,4,gws-borneo-wildlife,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/borneo-wildlife,Science & Technology,True
2024-12-30,2024-12-30_5,5,How Lychee Cake Became a National Obsession,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/lychee-cake,Lifestyle & Wellness,True
2024-12-30,2024-12-30_6,6,gws-juneau-budget-skiing,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/juneau-budget-skiing,Sports & Athletics,True
2024-12-30,2024-12-30_7,7,gws-copenhagen-floating-house,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/gws-copenhagen-floating-house,Lifestyle & Wellness,True
2024-12-30,2024-12-30_8,8,gws-ev-williams-twitter-medium-mozi,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/ev-williams-twitter-medium-mozi,Science & Technology,True
2024-12-30,2024-12-30_9,9,gws-couples-restless-sleep-sharing-bed,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/couples-restless-sleep-sharing-bed,Lifestyle & Wellness,True
2024-12-30,2024-12-30_10,10,Why Humans Cry,The New York Times,,Unknown,https://www.nytimes.com/newsgraphics/card-story/why-people-cry-tears,Science & Technology,True
2024-12-29,2024-12-29_1,1,Jimmy Carter Opened the White House to the Music He Loved,The New York Times,"The Allman Brothers kick-started his candidacy and Willie Nelson smoked marijuana at the White House. Mr. Carter’s tastes were a confluence of strategy, generational change and forthright appreciation.",U.S.,https://www.nytimes.com/2024/12/29/us/politics/jimmy-carter-rock-music.html,Politics & Civic Life,False
2024-12-29,2024-12-29_2,2,Covering Carter: A Reporter Recalls the President’s Personal Side,The New York Times,"In private, Jimmy Carter could be appealing and unassuming, according to a reporter who covered his presidency for The Times.",U.S.,https://www.nytimes.com/2024/12/29/us/politics/jimmy-carter-reporter-white-house.html,Politics & Civic Life,False
2024-12-29,2024-12-29_3,3,"In 2016, Carter urged the U.S. to recognize Palestine.",The New York Times,,U.S.,https://www.nytimes.com/live/2024/12/29/us/jimmy-carter/in-his-own-words-the-us-must-recognize-palestine,Politics & Civic Life,False
2024-12-29,2024-12-29_4,4,Covering Carter: Seeing Hope Restored in Africa,The New York Times,A Times reporter visited a clinic in Ethiopia that provided life-changing treatment with the support of Jimmy Carter.,U.S.,https://www.nytimes.com/2024/12/29/us/politics/jimmy-carter-africa-health.html,Politics & Civic Life,False
2024-12-29,2024-12-29_5,5,What the World Gets Wrong About Jimmy Carter’s Legacy,The New York Times,Nicholas Kristof on what the former president’s legacy meant to him — and the world.,Opinion,https://www.nytimes.com/2024/12/29/opinion/jimmy-carter-legacy.html,Politics & Civic Life,True
2024-12-29,2024-12-29_6,6,A Texas politician says he unwittingly helped sabotage Carter in 1980.,The New York Times,,U.S.,https://www.nytimes.com/live/2024/12/29/us/jimmy-carter/a-texas-politician-says-he-unwittingly-helped-sabotage-carter-in-1980,Politics & Civic Life,False
2024-12-29,2024-12-29_7,7,Units of Force,The New York Times,Hannah Binney makes her New York Times Crossword debut.,Gameplay,https://www.nytimes.com/2024/12/29/crosswords/daily-puzzle-2024-12-30.html,Entertainment & Pop Culture,True
2024-12-29,2024-12-29_8,8,Tentative Plans for Carter’s Memorial Services,The New York Times,Plans include lying in state at the U.S. Capitol and a state funeral at Washington National Cathedral.,U.S.,https://www.nytimes.com/2024/12/29/us/jimmy-carter-funeral-burial-plans.html,Politics & Civic Life,False
2024-12-29,2024-12-29_9,9,One Week in the Carter Presidency: Brokering Peace and a Nuclear Crisis,The New York Times,A single week in 1979 underscored just how eventful Mr. Carter’s presidency really was.,U.S.,https://www.nytimes.com/2024/12/29/us/politics/carter-peace-egypt-israel-nuclear-three-mile.html,Politics & Civic Life,False
2024-12-29,2024-12-29_10,10,"A Striking Accessibility To a Former President, Long Beyond His Term",The New York Times,"Once he left the White House in 1981, Mr. Carter became known for his striking accessibility and his sense of humility.",U.S.,https://www.nytimes.com/2024/12/29/us/carter-after-presidency-sunday-school.html,Politics & Civic Life,False
2024-12-28,2024-12-28_1,1,Netanyahu to Have Prostate Removal Surgery on Sunday,The New York Times,The prime minister was diagnosed with an infection from a “benign enlargement of his prostate.”,World,https://www.nytimes.com/2024/12/28/world/middleeast/israel-netanyahu-prostate.html,Politics & Civic Life,False
2024-12-28,2024-12-28_2,2,"Trump First Backed a TikTok Ban, but Now He Has Second Thoughts",The New York Times,"In 2020, he moved to ban the Chinese-owned app. Now, he is opposing the Biden administration’s effort to do just that.",U.S.,https://www.nytimes.com/2024/12/28/us/politics/trump-tik-tok-ban.html,Politics & Civic Life,False
2024-12-28,2024-12-28_3,3,"Tornado Strikes Texas, and a Severe Storm System Spreads",The New York Times,"A tornado that touched down in Brazoria County, Texas, struck some homes and other structures on Saturday, the authorities said. It was a day of tornado warnings in Texas, Louisiana and Mississippi.",U.S.,https://www.nytimes.com/2024/12/28/us/tornado-texas-dead.html,Politics & Civic Life,False
2024-12-28,2024-12-28_4,4,Multi-Hyphenates,The New York Times,Harry Zheng presents a too-fun-to-fail inaugural Sunday puzzle.,Gameplay,https://www.nytimes.com/2024/12/28/crosswords/daily-puzzle-2024-12-29.html,Entertainment & Pop Culture,True
2024-12-28,2024-12-28_5,5,U.S. Formally Deems Teacher In Russia as Wrongfully Held,The New York Times,Marc Fogel was convicted of drug smuggling and sentenced in 2022 to 14 years in prison by the same court that handled the case of Brittney Griner.,U.S.,https://www.nytimes.com/2024/12/28/us/politics/marc-fogel-wrongfully-detained.html,Politics & Civic Life,False
2024-12-28,2024-12-28_6,6,Severe Weekend Weather Disrupts Holiday Travel,The New York Times,"More than 9,000 flights were delayed on Saturday amid threats of rain, snow and tornadoes across the country.",U.S.,https://www.nytimes.com/2024/12/28/us/storm-tornado-travel-delays.html,Politics & Civic Life,False
2024-12-28,2024-12-28_7,7,Musk Doubles Down on Support for German Far-Right Party,The New York Times,"The world’s richest man, a key adviser to President-elect Donald J. Trump, ridicules critics over his backing of the German extremist party AfD, as Germany prepares for elections.",World,https://www.nytimes.com/2024/12/28/world/europe/musk-support-for-german-far-right-afd.html,Politics & Civic Life,False
2024-12-28,2024-12-28_8,8,"Michel del Castillo, 91, Child’s-Eye Chronicler of Concentration Camp Horrors",The New York Times,"His first novel, “Tanguy,” published when he was 24, was a fact-based Holocaust story that one reviewer said “begins where Anne Frank’s diary ended.”",Books,https://www.nytimes.com/2024/12/28/books/michel-del-castillo-dead.html,Entertainment & Pop Culture,False
2024-12-28,2024-12-28_9,9,"Kirsten Simone, 90, Ballet Star And Pride of Denmark, Is Dead",The New York Times,"One of Denmark’s greatest ballerinas, she toured widely — in London, Moscow and New York — and played a version of herself in a Disney TV production.",Arts,https://www.nytimes.com/2024/12/28/arts/dance/kirsten-simone-dead.html,Entertainment & Pop Culture,False
2024-12-28,2024-12-28_10,10,Interior Dept. Caught Between Tribes in Casino Battles as Clock Ticks,The New York Times,The Biden administration’s consideration of three proposed tribal casinos in California and Oregon has touched off a fierce debate about tribal sovereignty and land rights.,U.S.,https://www.nytimes.com/2024/12/28/us/politics/tribes-casinos.html,Politics & Civic Life,False
2024-12-27,2024-12-27_1,1,Trump’s Self-Promoting Brief Asks Supreme Court to Block TikTok Ban,The New York Times,"The president-elect took no position on the app’s First Amendment challenge to the law, which sets a Jan. 19 deadline to sell or close the popular platform.",U.S.,https://www.nytimes.com/2024/12/27/us/politics/tiktok-ban-supreme-court-trump.html,Politics & Civic Life,False
2024-12-27,2024-12-27_2,2,"Flashback: Your Weekly History Quiz, Dec. 28, 2024",The New York Times,Can you sort 8 historical events?,The Upshot,https://www.nytimes.com/interactive/2024/12/27/upshot/flashback.html,Entertainment & Pop Culture,True
2024-12-27,2024-12-27_3,3,Aid Trucks Arrive in Khartoum Region,The New York Times,"After 20 months of war, and three months of negotiations with the warring sides, a bit of relief arrives for some of the hundreds of thousands of people facing famine.",World,https://www.nytimes.com/2024/12/27/world/africa/aid-trucks-sudan-capital-famine.html,Politics & Civic Life,False
2024-12-27,2024-12-27_4,4,Yellen Sends Capitol Hill Warning About Debt Limit,The New York Times,The Treasury secretary urged Congress to protect the full faith and credit of the United States by raising the debt limit.,Business,https://www.nytimes.com/2024/12/27/business/economy/yellen-debt-limit-warning-congress.html,Business & Finance,False
2024-12-27,2024-12-27_5,5,The Evening: Record Homelessness in the U.S.,The New York Times,"Plus, how to get fitter in 2025.",Briefing,https://www.nytimes.com/2024/12/27/briefing/homelessness-epa-forever-chemicals-south-korea.html,Politics & Civic Life,True
2024-12-27,2024-12-27_6,6,Los Angeles Building Featured on Doors’ ‘Morrison Hotel’ Cover Burns,The New York Times,"The building, now boarded up, was made famous when it was featured on the cover of the 1970 album “Morrison Hotel.”",U.S.,https://www.nytimes.com/2024/12/27/us/morrison-hotel-doors-fire.html,Politics & Civic Life,False
2024-12-27,2024-12-27_7,7,‘Concerning’ Mutations In a Patient With Bird Flu,The New York Times,"Tiny genetic alterations could help the bird flu virus enter cells in the upper respiratory tract, the C.D.C. said. But there is no sign that mutations are widespread in nature.",Health,https://www.nytimes.com/2024/12/27/health/bird-flu-mutations-louisiana.html,Lifestyle & Wellness,False
2024-12-27,2024-12-27_8,8,Crew and Passengers Describe the Moments Before a Plane Crash,The New York Times,"Flight attendants and a passenger described the moments before an Azerbaijan Airlines flight went down in Kazakhstan, killing dozens.",World,https://www.nytimes.com/2024/12/27/world/europe/azerbaijan-airlines-crash-kazakhstan-survivors.html,Politics & Civic Life,False
2024-12-27,2024-12-27_9,9,Too Old to Ace This Year-End Quiz? Ask a Kid for Help.,The New York Times,A 2024 trivia challenge you’ll need Gen Alpha’s help to beat,Magazine,https://www.nytimes.com/interactive/2024/12/27/magazine/kids-quiz-2024-trivia.html,Lifestyle & Wellness,False
2024-12-27,2024-12-27_10,10,Immigration Pits Ally Against Ally In Trump’s Orbit,The New York Times,A fierce dispute erupted in the president-elect’s camp between immigration hard-liners and tech industry leaders including Elon Musk.,Technology,https://www.nytimes.com/2024/12/27/technology/trump-musk-immigration-h1b-visa.html,Science & Technology,False
2024-12-26,2024-12-26_1,1,"Sugar Pie DeSanto, 89, R&amp;B Singer And Songwriter Known for Acrobatics",The New York Times,"A powerful performer who paved the way for later soul and hip-hop artists, she recorded with Etta James and toured with Johnny Otis and James Brown.",Arts,https://www.nytimes.com/2024/12/26/arts/music/sugar-pie-desanto-dead.html,Entertainment & Pop Culture,False
2024-12-26,2024-12-26_2,2,Reagan Backed Off His Panama Threats. Will Trump?,The New York Times,He may be hungry for global disorder.,Opinion,https://www.nytimes.com/2024/12/26/opinion/trump-greenland-panama-carter.html,Politics & Civic Life,True
2024-12-26,2024-12-26_3,3,How They Celebrated the Holidays 250 Miles Above Earth,The New York Times,The astronauts on the I.S.S. — including two who were scheduled to return months ago — held a zero-gravity cookie-decorating contest and built a reindeer from storage bags.,Science,https://www.nytimes.com/2024/12/26/science/iss-astronauts-holiday-celebration.html,Science & Technology,False
2024-12-26,2024-12-26_4,4,Plane Crash Investigators Look at Russian Antiaircraft Systems,The New York Times,"Also, Israel bombed an airport and ports in Yemen. Here’s the latest at the end of Thursday.",Briefing,https://www.nytimes.com/2024/12/26/briefing/plane-crash-investigation-israel-yemen-strikes.html,Politics & Civic Life,True
2024-12-26,2024-12-26_5,5,"Shyam Benegal, 90, Indian Filmmaker Who Tackled Social Issues, Dies",The New York Times,He won acclaim from critics and audiences even as the gritty stories he put on the big screen grappled with some of India’s thorniest problems.,Movies,https://www.nytimes.com/2024/12/26/movies/shyam-benegal-dead.html,Entertainment & Pop Culture,False
2024-12-26,2024-12-26_6,6,Friday Briefing: How Israel Weakened Civilian Protections,The New York Times,"Plus, video games can’t afford to look this good.",Briefing,https://www.nytimes.com/2024/12/26/briefing/israel-plane-crash-russia-tsunami.html,Politics & Civic Life,True
2024-12-26,2024-12-26_7,7,"Dorthy Moxley, 92, Who Pursued Justice in Daughter’s Murder, Dies",The New York Times,"For decades after Martha Moxley’s gruesome death, Mrs. Moxley remained a compelling figure in a roller-coaster case that captured the world’s attention.",U.S.,https://www.nytimes.com/2024/12/26/us/dorthy-moxley-dead.html,Politics & Civic Life,False
2024-12-26,2024-12-26_8,8,"Richard Parsons, Serial Fixer of Media and Finance Giants, Dies at 76",The New York Times,"His résumé is a catalog of corporate emergencies at Time Warner, Citigroup and the Los Angeles Clippers.",Business,https://www.nytimes.com/2024/12/26/business/media/richard-parsons-dead.html,Business & Finance,False
2024-12-26,2024-12-26_9,9,U.S.-China Friction Is Extending to the Panama Canal,The New York Times,"Treaties ratified by the Senate in 1978 established permanent neutrality, but some Republicans regret that decision.",U.S.,https://www.nytimes.com/2024/12/26/us/politics/trump-panama-canal.html,Politics & Civic Life,False
2024-12-26,2024-12-26_10,10,Marianne Williamson Announces Long-Shot Bid to Lead the D.N.C.,The New York Times,The self-help author has twice run unsuccessfully for the Democratic presidential nomination.,U.S.,https://www.nytimes.com/2024/12/26/us/politics/marianne-williamson-dnc-chair.html,Politics & Civic Life,False
2024-12-25,2024-12-25_1,1,Body Found in the Wheel Well of a Plane,The New York Times,"The discovery came after the flight, which originated in Chicago, landed in Hawaii. The death is under investigation.",U.S.,https://www.nytimes.com/2024/12/25/us/body-found-united-airlines-wheel-well-maui-hawaii.html,Politics & Civic Life,False
2024-12-25,2024-12-25_2,2,"After Calling for Control of Canal, Trump Selects an Ambassador to Panama",The New York Times,"The selection of Mr. Cabrera, a Miami-Dade County commissioner, comes a few days after Mr. Trump called for the United States to regain control of the Panama Canal.",U.S.,https://www.nytimes.com/2024/12/25/us/politics/panama-ambassador-cabrera-trump.html,Politics & Civic Life,False
2024-12-25,2024-12-25_3,3,Escaped Killer in Mississippi Is Captured,The New York Times,"The man, who had been serving a life sentence, broke out of the state’s newest prison on Christmas Eve, officials said.",U.S.,https://www.nytimes.com/2024/12/25/us/mississippi-prison-murderer-manhunt.html,Politics & Civic Life,False
2024-12-25,2024-12-25_4,4,Thursday Briefing: Rebel Factions Try to Unite Syria,The New York Times,"Plus, “Squid Game” returns.",Briefing,https://www.nytimes.com/2024/12/25/briefing/syria-mozambique-ukraine.html,Politics & Civic Life,True
2024-12-25,2024-12-25_5,5,We Could Have Had Ozempic Years Ago,The New York Times,"Researchers identified one key breakthrough for GLP-1 drugs in the 1980s, but Pfizer walked away.",Opinion,https://www.nytimes.com/2024/12/25/opinion/ozempic-weight-loss-pfizer-diabetes.html,Science & Technology,True
2024-12-25,2024-12-25_6,6,"Jacques Roubaud, 92, Mathematician and Poetic Master of Form and Whimsy",The New York Times,"He was trained as a mathematician, but he gained fame in France, and won major prizes, for his modern verse.",Books,https://www.nytimes.com/2024/12/25/books/jacques-roubaud-poetic-master-of-form-and-whimsy-dies-at-92.html,Entertainment & Pop Culture,False
2024-12-25,2024-12-25_7,7,Famine Warning for Northern Gaza Draws U.S. Rebuke and Raises Questions,The New York Times,The dispute highlights the difficulties with data collection in Gaza that have hampered humanitarian efforts since the war began.,World,https://www.nytimes.com/2024/12/25/world/middleeast/northern-gaza-famine-warning-dispute.html,Politics & Civic Life,False
2024-12-25,2024-12-25_8,8,A Deadly Burning Attack on the Subway Highlights the Obstacles to Identification,The New York Times,"It can be challenging to identify the bodies of people who were homeless when they died. For a woman killed Sunday on an F train, the circumstances of her death could make it even harder.",New York,https://www.nytimes.com/2024/12/25/nyregion/subway-fire-death-victim.html,Politics & Civic Life,True
2024-12-25,2024-12-25_9,9,Charli! Mk.gee! MJ! Debating the Best Albums of the Year.,The New York Times,A conversation about how peak pop stars are thinking of LPs in an increasingly singles-driven landscape.,Arts,https://www.nytimes.com/2024/12/25/arts/music/popcast-best-albums-2024.html,Entertainment & Pop Culture,False
2024-12-25,2024-12-25_10,10,"In New Mexico, a Liberal Governor Grapples With Rising Crime",The New York Times,"Gov. Michelle Lujan Grisham has clashed with her own party over how to tackle the nexus of addiction, mental illness and violence in New Mexico.",Business,https://www.nytimes.com/2024/12/25/business/new-mexico-michelle-grisham-crime.html,Business & Finance,False
2024-12-24,2024-12-24_1,1,"Richard Perry, 82, Pop Music Hitmaker In ’70s and ’80s, Dies",The New York Times,"Known for his work with Barbra Streisand, Carly Simon, the Pointer Sisters and many others, he was one of the most reliable hitmakers in the business.",Arts,https://www.nytimes.com/2024/12/24/arts/music/richard-perry-dead.html,Entertainment & Pop Culture,False
2024-12-24,2024-12-24_2,2,20 Big Cats Have Died Of Bird Flu At Sanctuary,The New York Times,"More than half of the cats at the sanctuary in Shelton, Wash., died of the virus over the past several weeks.",U.S.,https://www.nytimes.com/2024/12/24/us/big-cat-bird-flu-deaths-washington.html,Politics & Civic Life,False
2024-12-24,2024-12-24_3,3,"William Labov, 97, the Founder of Sociolinguistics",The New York Times,"He laid the foundation for sociolinguistics, and he showed that structures like class and race shaped speech as much as where someone lives.",U.S.,https://www.nytimes.com/2024/12/24/us/william-labov-dead.html,Politics & Civic Life,False
2024-12-24,2024-12-24_4,4,Suspect In Fatal Fire On Subway Arraigned,The New York Times,Debrina Kawam died after a man set her on fire on an F train. The police have charged a man from Guatemala with murder and arson.,New York,https://www.nytimes.com/2024/12/24/nyregion/nyc-subway-fire-what-to-know.html,Politics & Civic Life,True
2024-12-24,2024-12-24_5,5,Anger in Syria As Men Torch Christmas Tree,The New York Times,The protests in Damascus broke out after footage circulated online of an artificial Christmas tree on fire in a mostly Christian town as masked men stand around it.,World,https://www.nytimes.com/2024/12/24/world/middleeast/syria-christmas-tree-burning-protests.html,Politics & Civic Life,False
2024-12-24,2024-12-24_6,6,The Evening: Signs of Trouble for Trump’s Spending Cuts,The New York Times,"Plus, celebrating “Chrismukkah.”",Briefing,https://www.nytimes.com/2024/12/24/briefing/trump-cuts-american-airlines-michigan-state-chrismukkah.html,Politics & Civic Life,True
2024-12-24,2024-12-24_7,7,Ruling Provides Temporary Win For Librarians,The New York Times,"Republicans passed the law in 2023, joining other conservative states and counties that have sought to restrict the availability of certain books.",U.S.,https://www.nytimes.com/2024/12/24/us/arkansas-book-ban-law.html,Politics & Civic Life,False
2024-12-24,2024-12-24_8,8,How to Track Santa: NORAD’s Radars Are on the Case,The New York Times,Children and the young at heart can see where in the world Santa is and how many gifts have been delivered.,U.S.,https://www.nytimes.com/2024/12/24/us/how-to-track-santa-norad.html,Politics & Civic Life,False
2024-12-24,2024-12-24_9,9,Olympic Snowboarder From Switzerland Dies in an Avalanche in the Alps,The New York Times,"Sophie Hediger, who competed in the 2022 Olympics in Beijing, died in an avalanche in Arosa, Switzerland, according to the police and the Swiss ski federation.",Sports,https://www.nytimes.com/2024/12/24/sports/sophie-hediger-swiss-snowboarder-dead-avalanche.html,Sports & Athletics,False
2024-12-24,2024-12-24_10,10,What I Learned Most From My Trip to China,The New York Times,"America must compete with China, but there’s also a complicated reality that both countries have to face.",Opinion,https://www.nytimes.com/2024/12/24/opinion/us-china-relationship.html,Politics & Civic Life,True
2024-12-23,2024-12-23_1,1,Gaetz Still Has Supporters Among G.O.P. in Florida,The New York Times,Republicans in the Panhandle district he represented before stepping down last month said Mr. Gaetz had done good work in Congress and criticized the report as partisan.,U.S.,https://www.nytimes.com/2024/12/23/us/politics/florida-matt-gaetz-panhandle-district.html,Politics & Civic Life,False
2024-12-23,2024-12-23_2,2,Bill Clinton Is Hospitalized After Developing a Fever,The New York Times,"A Washington hospital admitted Mr. Clinton for testing and observation, and an aide said that the former president was “in good spirits.”",U.S.,https://www.nytimes.com/2024/12/23/us/politics/bill-clinton-hospital-fever.html,Politics & Civic Life,False
2024-12-23,2024-12-23_3,3,I.R.S. to Send Out Unclaimed Tax Credit to 1 Million Taxpayers,The New York Times,"Some Americans who qualified for a pandemic-era tax credit but did not claim it will get up to $1,400 in their account within the next month.",Business,https://www.nytimes.com/2024/12/23/business/irs-stimulus-check-payments.html,Business & Finance,False
2024-12-23,2024-12-23_4,4,Trump and Musk Scuttled Money for 9/11 Health Care,The New York Times,A plan to ensure long-term funding to address health needs stemming from the terrorist attacks fell to the wayside after President-elect Donald Trump and Elon Musk objected to a bipartisan budget deal.,U.S.,https://www.nytimes.com/2024/12/23/us/politics/sept-11-health-care-spending-bill.html,Politics & Civic Life,False
2024-12-23,2024-12-23_5,5,An Architect of Trump’s Tough Latin America Policies Is Named Envoy,The New York Times,"A longtime proponent of harsh sanctions, Mauricio Claver-Carone was forced out of his job at the Inter-American Development Bank in 2022.",U.S.,https://www.nytimes.com/2024/12/23/us/politics/trump-latin-america-envoy.html,Politics & Civic Life,False
2024-12-23,2024-12-23_6,6,3 Rescued After Collapse of Wharf In California; 1 Dies at State Beach,The New York Times,"Three people were rescued from the wharf. The powerful surf also fatally trapped a man under debris on a beach in Santa Cruz, the authorities said.",U.S.,https://www.nytimes.com/2024/12/23/us/santa-cruz-wharf-collapse.html,Politics & Civic Life,False
2024-12-23,2024-12-23_7,7,Here Comes Santa Claus’s Approval Rating,The New York Times,"Despite some debates in the news, Americans’ views on Santa haven’t really changed, polls show. Most parents still say he’ll visit on Christmas Eve.",U.S.,https://www.nytimes.com/2024/12/23/us/santa-polls-believe.html,Politics & Civic Life,False
2024-12-23,2024-12-23_8,8,Donor Set to Admit He Made  Illegal Contributions to Adams,The New York Times,Federal prosecutors said they planned to charge a businessman who has close ties to New York’s Turkish community with conspiracy to commit fraud.,New York,https://www.nytimes.com/2024/12/23/nyregion/adams-corruption-contributions-businessman.html,Politics & Civic Life,True
2024-12-23,2024-12-23_9,9, Wears of Age Cast Scrutiny On Old Guard In Congress,The New York Times,"Representative Kay Granger, Republican of Texas, has been largely absent from Capitol Hill since the summer and has moved into a retirement home.",U.S.,https://www.nytimes.com/2024/12/23/us/politics/kay-granger-congress-age.html,Politics & Civic Life,False
2024-12-23,2024-12-23_10,10,Ethics Report Accused Gaetz of ‘Regularly’ Paying for Sex,The New York Times,"Also, Biden commuted nearly every federal death sentence. Here’s the latest at the end of Monday.",Briefing,https://www.nytimes.com/2024/12/23/briefing/ethics-report-matt-gaetz-white-christmas-forecast.html,Politics & Civic Life,True
2024-12-22,2024-12-22_1,1,N.Y.P.D. Head May Be Cracking Down on Overtime Abuse,The New York Times,"Commissioner Jessica Tisch has reassigned at least 29 officers. Some worked under Jeffrey Maddrey, a high-ranking official who was accused of demanding sex from a subordinate in exchange for overtime.",New York,https://www.nytimes.com/2024/12/22/nyregion/new-york-police-department-maddrey.html,Politics & Civic Life,True
2024-12-22,2024-12-22_2,2,Short Snooze,The New York Times,Glenn Cook makes his New York Times Crossword debut.,Gameplay,https://www.nytimes.com/2024/12/22/crosswords/daily-puzzle-2024-12-23.html,Entertainment & Pop Culture,True
2024-12-22,2024-12-22_3,3,Surfers Return for Rare Big Wave Contest in Hawaii,The New York Times,"The Eddie Aikau Big Wave Invitational was held for just the eleventh time since its founding in 1984. Landon McNamara, a local of Oahu’s North Shore, won this year’s event.",U.S.,https://www.nytimes.com/2024/12/22/us/eddie-aikau-surf-contest.html,Politics & Civic Life,False
2024-12-22,2024-12-22_4,4,Monday Briefing: Al-Assad’s Final Days in Power,The New York Times,"Plus, parody as protest in South Korea.",Briefing,https://www.nytimes.com/2024/12/22/briefing/syria-germany-iran.html,Politics & Civic Life,True
2024-12-22,2024-12-22_5,5,Trump Vows Fierce Action Against His Often-Cited Targets,The New York Times,"President-elect Donald J. Trump repeated false claims about immigration and the border, slammed diversity initiatives and discussed the Panama Canal in the 90-minute address.",U.S.,https://www.nytimes.com/2024/12/22/us/politics/trump-speech-turning-point-arizona.html,Politics & Civic Life,False
2024-12-22,2024-12-22_6,6,Governor of Maryland Gets His Long-Delayed Bronze Star,The New York Times,The Maryland governor had faced a controversy over whether he had received the medal for his time in Afghanistan.,U.S.,https://www.nytimes.com/2024/12/22/us/wes-moore-bronze-star.html,Politics & Civic Life,False
